scene,button,path,active,canvasX,canvasY,width,height,graphic,persistentCalls
"Assets/Scenes/Shenghua.unity","Button 6","Canvas/RawImage 1/RawImage/Button 6",true,14.2,185.08,42.02,35.1,"UISprite","Kaiqi.Click"
"Assets/Scenes/Shenghua.unity","124","Canvas/RawImage 1/RawImage/RawImage 7/124",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Shenghua.unity","Button111","Canvas/RawImage 1/RawImage/RawImage 9/Button111",false,-179.94,194.68,64.16,34.66,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Shenghua.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 3/Button 1",false,181.59,178.36,25.74,21.71,"UISprite","Shenghua.GoNextScene"
"Assets/Scenes/Shenghua.unity","Button 18","Canvas/RawImage 1/RawImage/RawImage 7/Button 18",false,194.53,187.99,24.79,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","123","Canvas/RawImage 1/RawImage/RawImage 6/123",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Shenghua.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 6/Button 3",false,56.16,135.25,24.45,17.45,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Shenghua.unity","Button 17","Canvas/RawImage 1/RawImage/RawImage 5/Button 17",false,243.95,187.99,25.2,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","124","Canvas/RawImage 1/RawImage/RawImage 5/124",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Shenghua.unity","Button 9","Canvas/RawImage 1/RawImage/Button 9",true,65.09,185.08,42.19,35.1,"UISprite","Kaiqi.Click"
"Assets/Scenes/Shenghua.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 6/Button 2",false,-14.48,135.16,24.45,17.63,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 27","Canvas/RawImage 1/RawImage/RawImage 6/Button 27",false,-239.43,187.79,30.35,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 10","Canvas/RawImage 1/RawImage/RawImage 7/Button 10",false,14.2,185.08,42.02,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 18","Canvas/RawImage 1/RawImage/RawImage 5/Button 18",false,194.53,187.99,24.79,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 1","Canvas/RawImage 1/RawImage/Button 1",true,223.12,-56.73,65.73,31.17,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 7/Button 1",false,169.33,187.39,24.46,29.8,"UISprite","Shenghua.GoNextScene"
"Assets/Scenes/Shenghua.unity","Button113","Canvas/RawImage 1/RawImage/RawImage 9/Button113",false,202.35,197.68,28.34,24.65,"UISprite","AudioSource.Play;guanbi.Click"
"Assets/Scenes/Shenghua.unity","Button 4","Canvas/RawImage 1/RawImage/RawImage 5/Button 4",false,-7.24,39.41,52.25,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 3","Canvas/RawImage 1/RawImage/Button 3",true,-153.36,185.25,63.73,35.5,"UISprite","Kaiqi.Click"
"Assets/Scenes/Shenghua.unity","128","Canvas/RawImage 1/RawImage/RawImage 9/128",false,1.5,-1.16,549.7,467.47,"UISprite",""
"Assets/Scenes/Shenghua.unity","Button 13","Canvas/RawImage 1/RawImage/RawImage 5/Button 13",false,65.09,185.08,42.19,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","124","Canvas/RawImage 1/RawImage/RawImage 1/124",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Shenghua.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 5/Button 3",false,56.16,135.25,24.45,17.45,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Shenghua.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 2/Button 3",false,32.27,-176.67,56.68,22.17,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 5/Button 2",false,-14.48,135.16,24.45,17.63,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Shenghua.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 1/Button 1",false,152.9,-176.63,57.23,22.17,"UISprite","Shenghua.GoNextScene"
"Assets/Scenes/Shenghua.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 7/Button 2",false,-14.48,135.16,24.45,17.63,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Shenghua.unity","Button 15","Canvas/RawImage 1/RawImage/RawImage 6/Button 15",false,-153.36,185.25,63.73,35.5,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","123","Canvas/RawImage 1/RawImage/123",true,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Shenghua.unity","Button 4","Canvas/RawImage 1/RawImage/Button 4",true,-91.17,185.08,41.41,35.1,"UISprite","Kaiqi.Click"
"Assets/Scenes/Shenghua.unity","Button 25","Canvas/RawImage 1/RawImage/RawImage 6/Button 25",false,194.53,187.99,24.79,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 22","Canvas/RawImage 1/RawImage/RawImage 6/Button 22",false,-207.29,187.8,30.25,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 28","Canvas/RawImage 1/RawImage/RawImage 6/Button 28",false,243.95,187.99,25.2,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 14","Canvas/RawImage 1/RawImage/RawImage 5/Button 14",false,-153.36,185.25,63.73,35.5,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 13","Canvas/RawImage 1/RawImage/Button 13",true,-207.29,187.8,30.25,40.1,"UISprite","Kaiqi.Click"
"Assets/Scenes/Shenghua.unity","Button 16","Canvas/RawImage 1/RawImage/RawImage 5/Button 16",false,-207.29,187.8,30.25,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 4/Button 1",false,152.88,-176.4,57.11,23.03,"UISprite","Shenghua.GoNextScene"
"Assets/Scenes/Shenghua.unity","Button 21","Canvas/RawImage 1/RawImage/RawImage 7/Button 21",false,-239.43,187.79,30.35,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 7","Canvas/RawImage 1/RawImage/RawImage 7/Button 7",false,224.28,-189.57,65.72,34.84,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 19","Canvas/RawImage 1/RawImage/RawImage 7/Button 19",false,-38.9,185.08,41.47,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 5/Button 1",false,169.4,187.24,24.78,29.08,"UISprite","Shenghua.GoNextScene"
"Assets/Scenes/Shenghua.unity","Button 11","Canvas/RawImage 1/RawImage/Button 11",true,243.95,187.99,25.2,29.26,"UISprite","Kaiqi.Click"
"Assets/Scenes/Shenghua.unity","Button 5","Canvas/RawImage 1/RawImage/RawImage 5/Button 5",false,224.67,-189.98,65.56,32.61,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","123","Canvas/RawImage 1/RawImage/RawImage 2/123",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Shenghua.unity","Button 8","Canvas/RawImage 1/RawImage/Button 8",true,194.53,187.99,24.79,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 4","Canvas/RawImage 1/RawImage/RawImage 7/Button 4",false,6.39,39.41,25.52,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 20","Canvas/RawImage 1/RawImage/RawImage 5/Button 20",false,219.49,187.99,24.9,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 2/Button 1",false,153.82,-176.67,57.23,22.17,"UISprite","Shenghua.GoNextScene"
"Assets/Scenes/Shenghua.unity","Button 7","Canvas/RawImage 1/RawImage/Button 7",true,-38.9,185.08,41.47,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 15","Canvas/RawImage 1/RawImage/Button 15",true,209.12,130.1,33.49,18.47,"UISprite","Tianti.GoNextScene"
"Assets/Scenes/Shenghua.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 1/Button 3",false,157.97,168.46,47.14,23.64,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 15","Canvas/RawImage 1/RawImage/RawImage 7/Button 15",false,-153.36,185.25,63.73,35.5,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 16","Canvas/RawImage 1/RawImage/Button 16",true,173.7,130.1,32.95,18.47,"UISprite","Ziyou.GoNextScene"
"Assets/Scenes/Shenghua.unity","Button 12","Canvas/RawImage 1/RawImage/Button 12",true,219.49,187.99,24.9,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 4","Canvas/RawImage 1/RawImage/RawImage 6/Button 4",false,-7.24,39.41,52.25,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 17","Canvas/RawImage 1/RawImage/RawImage 7/Button 17",false,243.95,187.99,25.2,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 5","Canvas/RawImage 1/RawImage/RawImage 7/Button 5",false,-46.59,135.26,24.44,17.45,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Shenghua.unity","Button","Canvas/RawImage 1/RawImage/RawImage 9/RawImage/Button",false,1.5,-1.16,549.7,467.47,"UISprite",""
"Assets/Scenes/Shenghua.unity","124","Canvas/RawImage 1/RawImage/RawImage 3/124",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Shenghua.unity","Button222","Canvas/RawImage 1/RawImage/RawImage 10/Button222",false,-115.82,195.18,62.74,33.66,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Shenghua.unity","Button00","Canvas/RawImage 1/RawImage/Button00",true,169.4,187.99,25.12,29.26,"UISprite","Zhu.GoNextScene"
"Assets/Scenes/Shenghua.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 9/RawImage/Button 2",false,55.24,-107.54,58.21,24.84,"UISprite","AudioSource.Play;guanbi.Click"
"Assets/Scenes/Shenghua.unity","Button 5","Canvas/RawImage 1/RawImage/Button 5",true,-239.43,187.79,30.35,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 4","Canvas/RawImage 1/RawImage/RawImage 1/Button 4",false,158,142.69,47.14,23.33,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 7/Button 3",false,56.16,135.25,24.45,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 24","Canvas/RawImage 1/RawImage/RawImage 6/Button 24",false,65.09,185.08,42.19,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 22","Canvas/RawImage 1/RawImage/RawImage 6/Button 22",false,-38.9,185.08,41.47,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Shenghua.unity","Button 10","Canvas/RawImage 1/RawImage/RawImage 5/Button 10",false,14.2,185.08,42.02,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","124","Canvas/RawImage 1/RawImage/RawImage 5/124",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou1.unity","128","Canvas/RawImage 1/RawImage/RawImage 10/128",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou1.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 6/Button 1",false,169.4,187.24,24.78,29.08,"UISprite","Ziyou1.GoNextScene"
"Assets/Scenes/Ziyou1.unity","Button 26","Canvas/RawImage 1/RawImage/RawImage 6/Button 26",false,219.49,187.99,24.9,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button222","Canvas/RawImage 1/RawImage/RawImage 10/Button222",false,-115.92,195.58,62.83,33.72,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Ziyou1.unity","123","Canvas/RawImage 1/RawImage/RawImage 4/123",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou1.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 2/Button 2",false,93.32,-176.67,56.85,22.17,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 1/Button 2",false,92.39,-176.67,56.85,22.17,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 11","Canvas/RawImage 1/RawImage/RawImage 6/Button 11",false,14.2,185.08,42.02,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 9/RawImage/Button 1",false,-43.55,-107.72,59.1,24.89,"UISprite","OGD.GoNextScene;AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button","Canvas/RawImage 1/RawImage/RawImage 9/RawImage/Button",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou1.unity","Button 20","Canvas/RawImage 1/RawImage/RawImage 7/Button 20",false,219.49,187.99,24.9,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 16","Canvas/RawImage 1/RawImage/RawImage 7/Button 16",false,-207.29,187.8,30.25,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 21","Canvas/RawImage 1/RawImage/RawImage 5/Button 21",false,-239.43,187.79,30.35,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 6","Canvas/RawImage 1/RawImage/RawImage 6/Button 6",false,224.28,-189.57,65.72,34.84,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 5","Canvas/RawImage 1/RawImage/RawImage 6/Button 5",false,-46.59,135.26,24.44,17.45,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Ziyou1.unity","Button 19","Canvas/RawImage 1/RawImage/RawImage 5/Button 19",false,-38.9,185.08,41.47,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 13","Canvas/RawImage 1/RawImage/RawImage 7/Button 13",false,65.09,185.08,42.19,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","124","Canvas/RawImage 1/RawImage/RawImage 1/124",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou1.unity","Button 8","Canvas/RawImage 1/RawImage/RawImage 7/Button 8",false,121.77,39.41,25.43,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 1","Canvas/RawImage 1/RawImage/Button 1",true,148.29,-56.5,66.97,32.01,"UISprite","Chuangjian.GoNextScene"
"Assets/Scenes/Ziyou1.unity","Button 6","Canvas/RawImage 1/RawImage/Button 6",true,14.2,185.08,42.02,35.1,"UISprite","Kaiqi.Click"
"Assets/Scenes/Ziyou1.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 3/Button 1",false,181.59,178.36,25.74,21.71,"UISprite","Ziyou1.GoNextScene"
"Assets/Scenes/Ziyou1.unity","Button 18","Canvas/RawImage 1/RawImage/RawImage 7/Button 18",false,194.53,187.99,24.79,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 6/Button 3",false,56.16,135.25,24.45,17.45,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Ziyou1.unity","Button 17","Canvas/RawImage 1/RawImage/RawImage 5/Button 17",false,243.95,187.99,25.2,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 9","Canvas/RawImage 1/RawImage/Button 9",true,65.09,185.08,42.19,35.1,"UISprite","Kaiqi.Click"
"Assets/Scenes/Ziyou1.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 9/RawImage/Button 2",false,55.38,-107.72,58.29,24.89,"UISprite","AudioSource.Play;guanbi.Click"
"Assets/Scenes/Ziyou1.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 6/Button 2",false,-14.48,135.16,24.45,17.63,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 27","Canvas/RawImage 1/RawImage/RawImage 6/Button 27",false,-239.43,187.79,30.35,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button113","Canvas/RawImage 1/RawImage/RawImage 9/Button113",false,202.69,198.09,28.38,24.7,"UISprite","AudioSource.Play;guanbi.Click"
"Assets/Scenes/Ziyou1.unity","Button 10","Canvas/RawImage 1/RawImage/RawImage 7/Button 10",false,14.2,185.08,42.02,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 18","Canvas/RawImage 1/RawImage/RawImage 5/Button 18",false,194.53,187.99,24.79,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 7/Button 1",false,169.33,187.39,24.46,29.8,"UISprite","Ziyou1.GoNextScene"
"Assets/Scenes/Ziyou1.unity","Button 4","Canvas/RawImage 1/RawImage/RawImage 5/Button 4",false,-7.24,39.41,52.25,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 3","Canvas/RawImage 1/RawImage/Button 3",true,-153.36,185.25,63.73,35.5,"UISprite","Kaiqi.Click"
"Assets/Scenes/Ziyou1.unity","Button 13","Canvas/RawImage 1/RawImage/RawImage 5/Button 13",false,65.09,185.08,42.19,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","124","Canvas/RawImage 1/RawImage/RawImage 7/124",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou1.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 5/Button 3",false,56.16,135.25,24.45,17.45,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Ziyou1.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 2/Button 3",false,32.27,-176.67,56.68,22.17,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 5/Button 2",false,-14.48,135.16,24.45,17.63,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Ziyou1.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 1/Button 1",false,152.9,-176.63,57.23,22.17,"UISprite","Ziyou1.GoNextScene"
"Assets/Scenes/Ziyou1.unity","Button.","Canvas/RawImage 1/RawImage/Button.",true,223.4,-56.55,65.94,32.01,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 7/Button 2",false,-14.48,135.16,24.45,17.63,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Ziyou1.unity","Button 15","Canvas/RawImage 1/RawImage/RawImage 6/Button 15",false,-153.36,185.25,63.73,35.5,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 4","Canvas/RawImage 1/RawImage/Button 4",true,-91.17,185.08,41.41,35.1,"UISprite","Kaiqi.Click"
"Assets/Scenes/Ziyou1.unity","Button 25","Canvas/RawImage 1/RawImage/RawImage 6/Button 25",false,194.53,187.99,24.79,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 22","Canvas/RawImage 1/RawImage/RawImage 6/Button 22",false,-207.29,187.8,30.25,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 28","Canvas/RawImage 1/RawImage/RawImage 6/Button 28",false,243.95,187.99,25.2,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 14","Canvas/RawImage 1/RawImage/RawImage 5/Button 14",false,-153.36,185.25,63.73,35.5,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","124","Canvas/RawImage 1/RawImage/RawImage 3/124",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou1.unity","Button 13","Canvas/RawImage 1/RawImage/Button 13",true,-207.29,187.8,30.25,40.1,"UISprite","Kaiqi.Click"
"Assets/Scenes/Ziyou1.unity","Button 16","Canvas/RawImage 1/RawImage/RawImage 5/Button 16",false,-207.29,187.8,30.25,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 4/Button 1",false,152.88,-176.4,57.11,23.03,"UISprite","Ziyou1.GoNextScene"
"Assets/Scenes/Ziyou1.unity","Button 2","Canvas/RawImage 1/RawImage/Button 2",true,-54.21,-56.5,64.96,32.01,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 21","Canvas/RawImage 1/RawImage/RawImage 7/Button 21",false,-239.43,187.79,30.35,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 7","Canvas/RawImage 1/RawImage/RawImage 7/Button 7",false,224.28,-189.57,65.72,34.84,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 19","Canvas/RawImage 1/RawImage/RawImage 7/Button 19",false,-38.9,185.08,41.47,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button111","Canvas/RawImage 1/RawImage/RawImage 9/Button111",false,1.64,-88.09,64.01,30.04,"UISprite","DHM.OnButton;AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 5/Button 1",false,169.4,187.24,24.78,29.08,"UISprite","Ziyou1.GoNextScene"
"Assets/Scenes/Ziyou1.unity","Button111","Canvas/RawImage 1/RawImage/RawImage 9/Button111",false,-180.13,195.08,64.25,34.72,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Ziyou1.unity","Button 11","Canvas/RawImage 1/RawImage/Button 11",true,243.95,187.99,25.2,29.26,"UISprite","Kaiqi.Click"
"Assets/Scenes/Ziyou1.unity","Button 5","Canvas/RawImage 1/RawImage/RawImage 5/Button 5",false,224.67,-189.98,65.56,32.61,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 8","Canvas/RawImage 1/RawImage/Button 8",true,194.53,187.99,24.79,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 4","Canvas/RawImage 1/RawImage/RawImage 7/Button 4",false,6.39,39.41,25.52,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 20","Canvas/RawImage 1/RawImage/RawImage 5/Button 20",false,219.49,187.99,24.9,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","123","Canvas/RawImage 1/RawImage/123",true,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou1.unity","128","Canvas/RawImage 1/RawImage/RawImage 9/128",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou1.unity","123","Canvas/RawImage 1/RawImage/RawImage 2/123",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou1.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 2/Button 1",false,153.82,-176.67,57.23,22.17,"UISprite","Ziyou1.GoNextScene"
"Assets/Scenes/Ziyou1.unity","Button 7","Canvas/RawImage 1/RawImage/Button 7",true,-38.9,185.08,41.47,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 1/Button 3",false,157.97,168.46,47.14,23.64,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 15","Canvas/RawImage 1/RawImage/RawImage 7/Button 15",false,-153.36,185.25,63.73,35.5,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 12","Canvas/RawImage 1/RawImage/Button 12",true,219.49,187.99,24.9,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 4","Canvas/RawImage 1/RawImage/RawImage 6/Button 4",false,-7.24,39.41,52.25,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 17","Canvas/RawImage 1/RawImage/RawImage 7/Button 17",false,243.95,187.99,25.2,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button112","Canvas/RawImage 1/RawImage/RawImage 10/Button112",false,202.69,198.09,28.38,24.7,"UISprite","AudioSource.Play;guanbi.Click"
"Assets/Scenes/Ziyou1.unity","Button 5","Canvas/RawImage 1/RawImage/RawImage 7/Button 5",false,-46.59,135.26,24.44,17.45,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Ziyou1.unity","123","Canvas/RawImage 1/RawImage/RawImage 6/123",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou1.unity","Button000","Canvas/RawImage 1/RawImage/Button000",true,169.4,187.99,25.12,29.26,"UISprite","Ziyou.GoNextScene"
"Assets/Scenes/Ziyou1.unity","Button 5","Canvas/RawImage 1/RawImage/Button 5",true,-239.43,187.79,30.35,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 4","Canvas/RawImage 1/RawImage/RawImage 1/Button 4",false,158,142.69,47.14,23.33,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 7/Button 3",false,56.16,135.25,24.45,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 24","Canvas/RawImage 1/RawImage/RawImage 6/Button 24",false,65.09,185.08,42.19,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 22","Canvas/RawImage 1/RawImage/RawImage 6/Button 22",false,-38.9,185.08,41.47,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou1.unity","Button 10","Canvas/RawImage 1/RawImage/RawImage 5/Button 10",false,14.2,185.08,42.02,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Chuangjian.unity","Button","Canvas/RawImage 1/RawImage 2/Button",false,50.82,-107.13,56.68,21.69,"UISprite","Ziyou1.GoNextScene"
"Assets/Scenes/Chuangjian.unity","Button 2","Canvas/RawImage 1/RawImage 1/Button 2",false,-48.11,-107.48,58.6,22.38,"UISprite","FanjianGD.GoNextScene"
"Assets/Scenes/Chuangjian.unity","Button 2","Canvas/RawImage 1/RawImage 2/Button 2",false,-48.11,-107.48,58.6,22.38,"UISprite","FanjianZu.GoNextScene"
"Assets/Scenes/Chuangjian.unity","Button 1","Canvas/RawImage 1/RawImage 1/Button 1",false,107.85,-4.54,12.1,15.2,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Chuangjian.unity","Button 5","Canvas/RawImage 1/RawImage/Button 5",true,107.85,-4.54,12.1,15.2,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Chuangjian.unity","Button","Canvas/RawImage 1/RawImage 1/Button",false,50.82,-107.13,56.68,21.69,"UISprite","Ziyou1.GoNextScene"
