scene,root,components,renderers,colliders,children
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Spot Light (2)","Transform;Light",0,0,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (11)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (34)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","暖光 (10)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",2,2,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Quad (8)","Transform;MeshFilter;MeshRenderer;MeshCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","file (1)","Transform",3,2,4
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Directional Light","Transform;Light",0,0,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (17)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (2)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","雷霆左房","Transform;MeshFilter;MeshRenderer;MeshCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (13)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","烈火左房","Transform;MeshFilter;MeshRenderer;MeshCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (6)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (30)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","钢材","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","工字钢 (5)","Transform;MeshFilter;MeshRenderer;BoxCollider",3,3,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","暖光 (3)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",2,2,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (9)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (14)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (21)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","烈火右斜2 (5)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Player","Transform;Camera;AudioListener;MouseLook;CharacterController;CapsuleCollider",0,2,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (16)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","工字钢 (8)","Transform;MeshFilter;MeshRenderer;BoxCollider",3,3,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Spot Light (3)","Transform;Light",0,0,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (5)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","暖光 (9)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",2,2,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Spot Light","Transform;Light",0,0,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","暖光","Transform;MeshFilter;MeshRenderer;CapsuleCollider",2,2,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (13)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (23)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","墙壁灯","Transform;Light",0,0,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (22)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Spot Light (5)","Transform;Light",0,0,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (7)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","暖光 (1)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",2,2,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Spot Light (1)","Transform;Light",0,0,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (14)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","暖光 (5)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",2,2,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Quad (10)","Transform;MeshFilter;MeshRenderer;MeshCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","烈火左窗","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (8)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","工字钢 (3)","Transform;MeshFilter;MeshRenderer;BoxCollider",3,3,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Quad (5)","Transform;MeshFilter;MeshRenderer;MeshCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (19)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","工字钢 (6)","Transform;MeshFilter;MeshRenderer;BoxCollider",3,3,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","暖光 (7)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",2,2,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (20)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (18)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (8)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (1)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","工字钢 (11)","Transform;MeshFilter;MeshRenderer;BoxCollider",3,3,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (4)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (3)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (12)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","烈火右斜2 (8)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","工字钢 (7)","Transform;MeshFilter;MeshRenderer;BoxCollider",3,3,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (15)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (10)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","工字钢 (2)","Transform;MeshFilter;MeshRenderer;BoxCollider",3,3,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","暖光 (4)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",2,2,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (25)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (18)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","暖光 (2)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",2,2,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Quad (9)","Transform;MeshFilter;MeshRenderer;MeshCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (3)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (10)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","工字钢 (12)","Transform;MeshFilter;MeshRenderer;BoxCollider",3,3,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (24)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Quad (4)","Transform;MeshFilter;MeshRenderer;MeshCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (33)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (26)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (29)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (16)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (9)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Audio Source","Transform;AudioSource",0,0,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","工字钢 (9)","Transform;MeshFilter;MeshRenderer;BoxCollider",3,3,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (15)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Quad (6)","Transform;MeshFilter;MeshRenderer;MeshCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (35)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","烈火右斜2 (7)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","暖光 (6)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",2,2,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","工字钢 (13)","Transform;MeshFilter;MeshRenderer;BoxCollider",3,3,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Quad (11)","Transform;MeshFilter;MeshRenderer;MeshCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (32)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","暖光 (11)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",2,2,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (28)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","烈火右斜2 (3)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (4)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","工字钢 (1)","Transform;MeshFilter;MeshRenderer;BoxCollider",3,3,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (17)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","烈火右斜2 (2)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Spot Light (4)","Transform;Light",0,0,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (6)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","暖光 (8)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",2,2,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (36)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","EventSystem","Transform;EventSystem;StandaloneInputModule",0,0,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (11)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","骷髅","Transform;Animator",58,0,334
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","烈火右斜2","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","工字钢 (4)","Transform;MeshFilter;MeshRenderer;BoxCollider",3,3,3
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","烈火右斜2 (6)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","烈火右斜2 (1)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (7)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cube (2)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Cylinder (12)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","烈火右斜2 (4)","Transform;MeshFilter;MeshRenderer;BoxCollider",2,2,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","file","Transform",11,6,12
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","file 1","Transform",17,0,19
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","1","Transform",64,38,65
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","woqu (1)","Transform",1,0,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","woqu","Transform",1,0,2
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","1 (1)","Transform",4,0,5
"Assets/RecoveredMaps/ClassicConstructionSite/Scenes/Scenegd.unity","Canvas","RectTransform;Canvas;CanvasScaler;GraphicRaycaster",0,0,4
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (4)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Plane2","Transform;MeshFilter;MeshRenderer;MeshCollider",19,19,19
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","中部 (1)","Transform;MeshFilter;MeshRenderer",1,0,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (9)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","展示 (1)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (1)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (210)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Audio_jump","Transform;AudioSource",0,0,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (5)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Sphere (4)","Transform;MeshFilter;MeshRenderer;SphereCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (13)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Directional Light","Transform;Light",0,0,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (3)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (9)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Area Light","Transform;Light",0,0,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","拉栓","Transform;AudioSource",0,0,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (207)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Audio_move","Transform;AudioSource",0,0,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Sphere (2)","Transform;MeshFilter;MeshRenderer;SphereCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (2)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (16)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (17)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (3)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Sphere (5)","Transform;MeshFilter;MeshRenderer;SphereCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","管道 (1)","Transform;MeshFilter;MeshRenderer;BoxCollider",5,5,5
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (209)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","装甲车 (1)","Transform;BoxCollider",48,1,49
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Sphere (3)","Transform;MeshFilter;MeshRenderer;SphereCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (7)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (1)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Sphere","Transform;MeshFilter;MeshRenderer;SphereCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","EventSystem","Transform;EventSystem;StandaloneInputModule",0,0,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","海水","Transform;MeshFilter;MeshRenderer",1,0,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (15)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",92,1,105
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (6)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Sphere (11)","Transform;MeshFilter;MeshRenderer;SphereCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Sphere (8)","Transform;MeshFilter;MeshRenderer;SphereCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (8)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (5)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Sphere (10)","Transform;MeshFilter;MeshRenderer;SphereCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","军舰","Transform;MeshFilter;MeshRenderer;MeshCollider",25,27,25
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (7)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (12)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (322)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (8)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Player","Transform;MeshFilter;MeshRenderer;CapsuleCollider;CharacterController;MouseLook",1,2,2
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","管道","Transform;MeshFilter;MeshRenderer;BoxCollider",4,4,4
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Sphere (1)","Transform;MeshFilter;MeshRenderer;SphereCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Sphere (7)","Transform;MeshFilter;MeshRenderer;SphereCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (11)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","开场","Transform;AudioSource",0,0,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (6)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (4)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (14)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (211)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (2)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (10)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","射线","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (206)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Sphere (9)","Transform;MeshFilter;MeshRenderer;SphereCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube (208)","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","铁丝笼子","Transform;MeshFilter;MeshRenderer;BoxCollider",8,7,8
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Sphere (6)","Transform;MeshFilter;MeshRenderer;SphereCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Audio_emp","Transform;AudioSource",0,0,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cylinder (18)","Transform;MeshFilter;MeshRenderer;CapsuleCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","管道 (2)","Transform;MeshFilter;MeshRenderer;BoxCollider",4,4,4
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","Cube","Transform;MeshFilter;MeshRenderer;BoxCollider",1,1,1
"Assets/RecoveredMaps/IceFireMaze/Scenes/SceneMG.unity","OceanPlane","Transform;MeshFilter;MeshRenderer",1,0,1
